scenario,dataset,angle_deg,thickness_um,weighted_rmse,affine_scale,affine_offset,effective_points,point_weight_sum
frequency_screened,SiC_15deg,15.0,7.265,0.0018448381304962287,-0.3104522358240715,0.25243913968193255,173,173.0
frequency_screened,joint,,7.265,0.003997238101390142,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.27,0.004651248188890105,0.8612487304602965,0.020787425027073175,519,519.0
frequency_screened,SiC_15deg,15.0,7.27,0.0018653212321273203,-0.2569974938022753,0.24239917759505455,173,173.0
frequency_screened,joint,,7.27,0.003954766449699409,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.275,0.004586364497067227,0.8643047155241304,0.020232781494752605,519,519.0
frequency_screened,SiC_15deg,15.0,7.275,0.0018821254612535955,-0.2036316007063815,0.23237552974631626,173,173.0
frequency_screened,joint,,7.275,0.003910304738113819,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.28,0.0045200482574882335,0.8673967551290104,0.01967151718301674,519,519.0
frequency_screened,SiC_15deg,15.0,7.28,0.0018951597423288724,-0.15053359857609228,0.22240176579787715,173,173.0
frequency_screened,joint,,7.28,0.003863826128698393,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.285,0.004452296142838072,0.8705235325727751,0.019103879710688887,519,519.0
frequency_screened,SiC_15deg,15.0,7.285,0.0019043672581901974,-0.09785274956440368,0.21250587003826518,173,173.0
frequency_screened,joint,,7.285,0.003815313921676103,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.29,0.0043831070993705715,0.8736835597299556,0.018530147646816875,519,519.0
frequency_screened,SiC_15deg,15.0,7.29,0.0019097195013069094,-0.04571052226491629,0.20271061448304398,173,173.0
frequency_screened,joint,,7.29,0.003764760199854656,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.295,0.004312482531575726,0.8768751720601594,0.017950631373176457,519,519.0
frequency_screened,SiC_15deg,15.0,7.295,0.00191121099555289,0.005796966185027477,0.19303401741425208,173,173.0
frequency_screened,joint,,7.295,0.003712164647570017,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.3,0.0042404264970854425,0.880096524640119,0.017365673762428646,519,519.0
frequency_screened,SiC_15deg,15.0,7.3,0.0019088547078689054,0.05659620938755666,0.1834898578863315,173,173.0
frequency_screened,joint,,7.3,0.0036575335497813083,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.305,0.004166945913176292,0.883345589272167,0.016775650662482683,519,519.0
frequency_screened,SiC_15deg,15.0,7.305,0.0019026781454715425,0.10663340546575571,0.17408822123899723,173,173.0
frequency_screened,joint,,7.305,0.0036008789712501043,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.31,0.0040920507765953166,0.8866201527125223,0.016180971179307585,519,519.0
frequency_screened,SiC_15deg,15.0,7.31,0.001892720118414343,0.15587149298948105,0.1648360554349186,173,173.0
frequency_screened,joint,,7.31,0.003542218112050073,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.315,0.0040157543988814486,0.8899178160529401,0.015582077752212403,519,519.0
frequency_screened,SiC_15deg,15.0,7.315,0.0018790281379096503,0.20428721194295438,0.1557377226822771,173,173.0
frequency_screened,joint,,7.315,0.003481572833638499,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.32,0.003938073659899126,0.8932359952791304,0.014979446017447412,519,519.0
frequency_screened,SiC_15deg,15.0,7.32,0.0018616564167212213,0.2518682500474147,0.1467955350379227,173,173.0
frequency_screened,joint,,7.32,0.0034189693491046497,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.325,0.003859029282961939,0.8965719230188746,0.014373584457875899,519,519.0
frequency_screened,SiC_15deg,15.0,7.325,0.0018406644382030109,0.2986105151875994,0.13801026635569205,173,173.0
frequency_screened,joint,,7.325,0.003354438071772207,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.33,0.0037786461357314422,0.8999226514821044,0.013765033838394142,519,519.0
frequency_screened,SiC_15deg,15.0,7.33,0.00181611606447062,0.3445155585349705,0.12938163597361207,173,173.0
frequency_screened,joint,,7.33,0.003288013617916237,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.335,0.003696953562059833,0.903285056584404,0.013154366428737269,519,519.0
frequency_screened,SiC_15deg,15.0,7.335,0.0017880791612605714,0.38958816026408144,0.12090876191376831,173,173.0
frequency_screened,joint,,7.335,0.003219734961860018,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.34,0.003613985751148172,0.9066558432345564,0.01254218501727039,519,519.0
frequency_screened,SiC_15deg,15.0,7.34,0.001756625727026701,0.43383408034478227,0.1125905831327222,173,173.0
frequency_screened,joint,,7.34,0.003149645745117804,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.345,0.0035297821518635395,0.9100315517559554,0.011929121721323294,519,519.0
frequency_screened,SiC_15deg,15.0,7.345,0.0017218325268027572,0.4772579704574205,0.10442625156569253,173,173.0
frequency_screened,joint,,7.345,0.003077794745598344,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.35,0.003444387941862763,0.9134085654010817,0.011315836601554385,519,519.0
frequency_screened,SiC_15deg,15.0,7.35,0.0016837822477366899,0.5198614392533965,0.09641549542320017,173,173.0
frequency_screened,joint,,7.35,0.0030042365183312447,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.355,0.0033578545633846366,0.9167831189078889,0.010703016089704587,519,519.0
frequency_screened,SiC_15deg,15.0,7.355,0.0016425652138186294,0.5616412615922579,0.08855895549524354,173,173.0
frequency_screened,joint,,7.355,0.0029290322259931346,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.36,0.003270240340293749,0.9201513080369775,0.01009137124091214,519,519.0
frequency_screened,SiC_15deg,15.0,7.36,0.0015982817235832213,0.6025877226695762,0.08085849616273398,173,173.0
frequency_screened,joint,,7.36,0.002852250686116117,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.365,0.003181611194304443,0.9235091000190512,0.009481635823458429,519,519.0
frequency_screened,SiC_15deg,15.0,7.365,0.0015510451086024838,0.6426830897823529,0.07331749246978118,173,173.0
frequency_screened,joint,,7.365,0.0027739696728789533,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.37,0.0030920414824274272,0.9268523448333554,0.008874564260411,519,519.0
frequency_screened,SiC_15deg,15.0,7.37,0.0015009856555085377,0.6819002075709965,0.06594109402781972,173,173.0
frequency_screened,joint,,7.37,0.002694277525697705,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.375,0.003001614982733724,0.9301767872298995,0.008270929439058633,519,519.0
frequency_screened,SiC_15deg,15.0,7.375,0.0014482555944809892,0.7202012166741103,0.05873646575132402,173,173.0
frequency_screened,joint,,7.375,0.0026132751356705403,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.38,0.002910426061721144,0.9334780794012686,0.007671520405300614,519,519.0
frequency_screened,SiC_15deg,15.0,7.38,0.0013930354385781867,0.7575364005973826,0.05171300450947383,173,173.0
frequency_screened,joint,,7.38,0.0025310784059354046,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.385,0.002818581064119135,0.936751794203933,0.007077139961217838,519,519.0
frequency_screened,SiC_15deg,15.0,7.385,0.0013355420687143228,0.7938431710042912,0.0448825297611509,173,173.0
frequency_screened,joint,,7.385,0.0024478213152679318,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.39,0.0027261999751094367,0.9399934388243091,0.006488602184891862,519,519.0
frequency_screened,SiC_15deg,15.0,7.39,0.0012760391075299416,0.8290452073456641,0.0382594451668902,173,173.0
frequency_screened,joint,,7.39,0.002363659758214563,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.395,0.0026334184158782964,0.9431984687814928,0.005906729892135615,519,519.0
frequency_screened,SiC_15deg,15.0,7.395,0.0012148503200597404,0.8630517724983576,0.03186086708960281,173,173.0
frequency_screened,joint,,7.395,0.0022787763919236577,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.4,0.002540390046265053,0.9463623021567169,0.005332352060131301,519,519.0
frequency_screened,SiC_15deg,15.0,7.4,0.0011523770207504177,0.8957572315797687,0.02570671486259704,173,173.0
frequency_screened,joint,,7.4,0.002193386789886394,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.405,0.0024472894629269546,0.9494803339392258,0.004766301233025155,519,519.0
frequency_screened,SiC_15deg,15.0,7.405,0.0010891207315540657,0.9270408059986971,0.019819756783759523,173,173.0
frequency_screened,joint,,7.405,0.0021077472800837323,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.41,0.0023543156973524913,0.9525479503795173,0.00420941092929053,519,519.0
frequency_screened,SiC_15deg,15.0,7.41,0.0010257125372626625,0.9567665986947942,0.01422560506389356,173,173.0
frequency_screened,joint,,7.41,0.002022164907330034,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.415,0.002261696433838788,0.9555605432437492,0.003662513070140927,519,519.0
frequency_screened,SiC_15deg,15.0,7.415,0.0009629504851834888,0.9847839289597434,0.008952652499617103,173,173.0
frequency_screened,joint,,7.415,0.0019370099466749634,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.42,0.002169693080310879,0.9585135238675982,0.003126435447447562,519,519.0
frequency_screened,SiC_15deg,15.0,7.42,0.0009018454226587121,1.010928015741595,0.004031943547578909,173,173.0
frequency_screened,joint,,7.42,0.0018527311658978374,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.425,0.0020786068291250978,0.9614023369139241,0.0026019992484990206,519,519.0
frequency_screened,SiC_15deg,15.0,7.425,0.0008436727144828489,1.0350210464170058,-0.0005030271602963488,173,173.0
frequency_screened,joint,,7.425,0.0017698733004645356,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.43,0.0019887858309932185,0.964222473746163,0.0020900166535533504,519,519.0
frequency_screened,SiC_15deg,15.0,7.43,0.0007900203452963826,1.0568736632140951,-0.004616594914646027,173,173.0
frequency_screened,joint,,7.43,0.0016890944595690095,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.435,0.0019006335563094966,0.9669694853383697,0.0015912885204824867,519,519.0
frequency_screened,SiC_15deg,15.0,7.435,0.0007428105829062709,1.0762868914037131,-0.008271288173320901,173,173.0
frequency_screened,joint,,7.435,0.00161117781295869,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.44,0.001814618307680086,0.9696389946530553,0.0011066021689377092,519,519.0
frequency_screened,SiC_15deg,15.0,7.44,0.0007042528238260668,1.093054521817706,-0.011428277308514923,173,173.0
frequency_screened,joint,,7.44,0.0015370269367165814,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.445,0.0017312836346026134,0.9722267084293202,0.0006367292743869046,519,519.0
frequency_screened,SiC_15deg,15.0,7.445,0.0006766702902712271,1.1069659451841454,-0.014047908373575946,173,173.0
frequency_screened,joint,,7.445,0.0014676302985197668,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.45,0.0016512590290792602,0.9747284283359631,0.00018242388014680366,519,519.0
frequency_screened,SiC_15deg,15.0,7.45,0.0006621633940412033,1.1178094174590716,-0.016090317958353,173,173.0
frequency_screened,joint,,7.45,0.001403985120319746,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.455,0.0015752696805764843,0.9771400614570994,-0.00025557946681678545,519,519.0
frequency_screened,SiC_15deg,15.0,7.455,0.0006621620284950261,1.1253757143889282,-0.01751612125809235,173,173.0
frequency_screened,joint,,7.455,0.0013469927675561198,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.46,0.0015041431803553464,0.979457630091024,-0.0006765674529587429,519,519.0
frequency_screened,SiC_15deg,15.0,7.46,0.0006770474755598442,1.1294621109328173,-0.018287161225293835,173,173.0
frequency_screened,joint,,7.46,0.0012973692541564709,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.465,0.0014388098929169933,0.9816772808563604,-0.0010798496071669772,519,519.0
frequency_screened,SiC_15deg,15.0,7.465,0.0007060562402206867,1.1298765982479833,-0.018367302358769377,173,173.0
frequency_screened,joint,,7.465,0.0012556214797429166,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.47,0.001380292431243465,0.9837952931126436,-0.001464759783181807,519,519.0
frequency_screened,SiC_15deg,15.0,7.47,0.0007475202496510805,1.1264422293429717,-0.01772324861962299,173,173.0
frequency_screened,joint,,7.47,0.0012220993858453688,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.475,0.001329678783278246,0.9858080867150981,-0.0018306575191929242,519,519.0
frequency_screened,SiC_15deg,15.0,7.475,0.0007992870070644878,1.1190014660785346,-0.01632536149786598,173,173.0
frequency_screened,joint,,7.475,0.0011970808392248063,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.48,0.0012880740838477336,0.9877122291351789,-0.002176929280543388,519,519.0
frequency_screened,SiC_15deg,15.0,7.48,0.0008591080102959305,1.1074203868368375,-0.014148451741693435,173,173.0
frequency_screened,joint,,7.48,0.0011808325654597827,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.485,0.00125652905016229,0.9895044419892194,-0.002502989593438254,519,519.0
frequency_screened,SiC_15deg,15.0,7.485,0.0009248844607533628,1.0915926076151659,-0.011172517029673229,173,173.0
frequency_screened,joint,,7.485,0.0011736179028100581,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.49,0.001235949509143558,0.9911816070269233,-0.0028082820792755814,519,519.0
frequency_screened,SiC_15deg,15.0,7.49,0.000994772734356557,1.0714427708859946,-0.007383398169076405,173,173.0
frequency_screened,joint,,7.49,0.0011756553154468076,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.495,0.001227000288799907,0.9927407716392945,-0.0030922804006554283,519,519.0
frequency_screened,SiC_15deg,15.0,7.495,0.0010671999713003227,1.0469294670686298,-0.002773328385539564,173,173.0
frequency_screened,joint,,7.495,0.001187050209425011,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.5,0.001230024315894888,0.9941791539516323,-0.003354489131231597,519,519.0
frequency_screened,SiC_15deg,15.0,7.5,0.00114083745009061,1.0180474728987794,0.0026586460663499956,173,173.0
frequency_screened,joint,,7.5,0.0012077275994438186,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.505,0.0012449987361101947,0.9954941475713456,-0.0035944445623287413,519,519.0
frequency_screened,SiC_15deg,15.0,7.505,0.001214561257005999,0.9848292185441142,0.008906390549308807,173,173.0
frequency_screened,joint,,7.505,0.001237389366334146,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.51,0.0012715412133244618,0.9966833260623172,-0.003811715459619558,519,519.0
frequency_screened,SiC_15deg,15.0,7.51,0.0012874143432916277,0.9473454293557172,0.015956562112453804,173,173.0
frequency_screened,joint,,7.51,0.0012755094958162533,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.515,0.001308964222658571,0.9977444472174191,-0.004005903783142223,519,519.0
frequency_screened,SiC_15deg,15.0,7.515,0.0013585750137605653,0.9057049263239281,0.02378864795978053,173,173.0
frequency_screened,joint,,7.515,0.0013213669204340695,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.52,0.0013563610103246252,0.9986754571984184,-0.00417664538351839,519,519.0
frequency_screened,SiC_15deg,15.0,7.52,0.0014273325927844425,0.8600536087974336,0.03237515785937631,173,173.0
frequency_screened,joint,,7.52,0.0013741039059395796,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.525,0.0014127008929783046,0.9994744946079666,-0.004323610686416762,519,519.0
frequency_screened,SiC_15deg,15.0,7.525,0.0014930693518175673,0.8105726808126954,0.041681958921237744,173,173.0
frequency_screened,joint,,7.525,0.0014327930076881202,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.53,0.0014769148072682936,1.000139894551744,-0.004446505376110493,519,519.0
frequency_screened,SiC_15deg,15.0,7.53,0.0015552473572110154,0.757476215588783,0.05166873492152363,173,173.0
frequency_screened,joint,,7.53,0.0014964979447539741,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.535,0.0015479603667246482,1.0006701927402013,-0.004545071087419111,519,519.0
frequency_screened,SiC_15deg,15.0,7.535,0.0016133989705038351,0.7010081789370599,0.062289547422393926,173,173.0
frequency_screened,joint,,7.535,0.0015643200176694448,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.54,0.0016248640164878922,1.0010641296689125,-0.0046190861134357,519,519.0
frequency_screened,SiC_15deg,15.0,7.54,0.0016671199648328342,0.6414390497747791,0.07349347265676134,173,173.0
frequency_screened,joint,,7.54,0.0016354280035741275,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.545,0.0017067432977936415,1.0013206549045517,-0.004668366134266716,519,519.0
frequency_screened,SiC_15deg,15.0,7.545,0.0017160644700780663,0.5790621837225852,0.08522528668427715,173,173.0
frequency_screened,joint,,7.545,0.0017090735908647475,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.55,0.0017928144259479865,1.0014389314901881,-0.004692764969595031,519,519.0
frequency_screened,SiC_15deg,15.0,7.55,0.0017599411764699763,0.5141900639034578,0.09742617167923004,173,173.0
frequency_screened,joint,,7.55,0.001784596113578484,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.555,0.0018823903728810137,1.0014183404692527,-0.004692175355274303,519,519.0
frequency_screened,SiC_15deg,15.0,7.555,0.001798510400126113,0.4471505723663001,0.11003441822778627,173,173.0
frequency_screened,joint,,7.555,0.0018614203796922884,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.56,0.0019748736098162503,1.0012584855125382,-0.004666529741438441,519,519.0
frequency_screened,SiC_15deg,15.0,7.56,0.0018315817468809634,0.37828339752290185,0.12298610191005335,173,173.0
frequency_screened,joint,,7.56,0.0019390506440824286,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.565,0.0020697464133992223,1.0009591976172774,-0.004615801106825079,519,519.0
frequency_screened,SiC_15deg,15.0,7.565,0.0018590122094208398,0.30793666956401683,0.13621571685423084,173,173.0
frequency_screened,joint,,7.565,0.0020170628624046265,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.57,0.0021665605596204746,1.0005205398321062,-0.0045400037812377,519,519.0
frequency_screened,SiC_15deg,15.0,7.57,0.0018807046040556212,0.23646388918700084,0.1496567539654775,173,173.0
frequency_screened,joint,,7.57,0.0020950965707292614,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.575,0.0022649274382621374,0.9999428119469292,-0.004439194265375701,519,519.0
frequency_screened,SiC_15deg,15.0,7.575,0.0018966063035044446,0.16422118730121735,0.16324221674118777,173,173.0
frequency_screened,joint,,7.575,0.0021728471545727143,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.58,0.00236450909694145,0.9992265550727665,-0.0043134720347173805,519,519.0
frequency_screened,SiC_15deg,15.0,7.58,0.0019067082558225617,0.09156492667758959,0.17690507261084035,173,173.0
frequency_screened,joint,,7.58,0.0022500588866617276,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.585,0.0024650104045787677,0.9983725560239474,-0.0041629803118136965,519,519.0
frequency_screened,SiC_15deg,15.0,7.585,0.0019110443010682276,0.018849632449361317,0.19057864226746876,173,173.0
frequency_screened,joint,,7.585,0.0023265188787011328,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.59,0.002566172344454596,0.9973818514038688,-0.003987906789307161,519,519.0
frequency_screened,SiC_15deg,15.0,7.59,0.0019096908097136391,-0.0535737817606849,0.2041969332470357,173,173.0
frequency_screened,joint,,7.59,0.002402051960769357,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.595,0.002667766355714495,0.9962557312863155,-0.0037884842842885458,519,519.0
frequency_screened,SiC_15deg,15.0,7.595,0.001902766672682749,-0.12535954065506924,0.21769492689980716,173,173.0
frequency_screened,joint,,7.595,0.0024765164349565584,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.6,0.0027695896034331483,0.9949957423773074,-0.003564991303299736,519,519.0
frequency_screened,SiC_15deg,15.0,7.6,0.0018904336741859054,-0.196168345682628,0.23100882979783693,173,173.0
frequency_screened,joint,,7.6,0.0025498006211213376,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.605,0.00287146104796931,0.9936036905378528,-0.0033177524964232707,519,519.0
frequency_screened,SiC_15deg,15.0,7.605,0.001872897276551084,-0.26566858848008446,0.24407630151681162,173,173.0
frequency_screened,joint,,7.605,0.0026218201051147532,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.61,0.0029732181901188583,0.9920816425460528,-0.003047138978512498,519,519.0
frequency_screened,SiC_15deg,15.0,7.61,0.0018504078416879462,-0.3335375023597411,0.2568366706577748,173,173.0
frequency_screened,joint,,7.61,0.00269251560301113,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.615,0.003074714381200013,0.9904319269778254,-0.00275356849572303,519,519.0
frequency_screened,SiC_15deg,15.0,7.615,0.0018232623065007286,-0.3994623097926603,0.269231150019804,173,173.0
frequency_screened,joint,,7.615,0.0027618513625251922,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.62,0.003175816602063783,0.9886571340891956,-0.0024375054161325793,519,519.0
frequency_screened,SiC_15deg,15.0,7.62,0.0017918063182309695,-0.4631414147130734,0.28120306011908697,173,173.0
frequency_screened,joint,,7.62,0.00282981403110558,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.625,0.0032764036297107924,0.9867601145896077,-0.002099460524369351,519,519.0
frequency_screened,SiC_15deg,15.0,7.625,0.0017564368175977186,-0.5242856760864605,0.29269806792131087,173,173.0
frequency_screened,joint,,7.625,0.002896411926682524,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.63,0.003376364523577974,0.9847439772050189,-0.0017399906018117361,519,519.0
frequency_screened,SiC_15deg,15.0,7.63,0.0017176050278765412,-0.5826197844303708,0.30366444488022215,173,173.0
frequency_screened,joint,,7.63,0.0029616746496526156,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.635,0.0034755973752156437,0.9826120849414577,-0.0013596977760360618,519,519.0
frequency_screened,SiC_15deg,15.0,7.635,0.0016758197591005444,-0.6378837468213299,0.31405334533763285,173,173.0
frequency_screened,joint,,7.635,0.0030256529711868685,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.64,0.0035740082749526505,0.9803680499740923,-0.0009592286257472382,519,519.0
frequency_screened,SiC_15deg,15.0,7.64,0.001631650857253201,-0.6898344693720597,0.3238191032287538,173,173.0
frequency_screened,joint,,7.64,0.003088418920527788,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.645,0.0036715104573751037,0.9780157271034113,-0.000539273030383286,519,519.0
frequency_screened,SiC_15deg,15.0,7.645,0.0015857325036540333,-0.7382474102395304,0.33291954204302454,173,173.0
frequency_screened,joint,,7.645,0.0031500659689448363,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.65,0.0037680235942227054,0.9755592057384829,-0.00010056275686887162,519,519.0
frequency_screened,SiC_15deg,15.0,7.65,0.0015387658816396722,-0.7829182619156813,0.34131629030055755,173,173.0
frequency_screened,joint,,7.65,0.003210709166076947,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.655,0.003863473208854617,0.9730028003871501,0.00035613022043942677,519,519.0
frequency_screened,SiC_15deg,15.0,7.655,0.0014915204585228452,-0.8236646097687961,0.3489750925888641,173,173.0
frequency_screened,joint,,7.655,0.0032704850212716737,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.66,0.003957790190961548,0.9703510396539273,0.0008299956668247899,519,519.0
frequency_screened,SiC_15deg,15.0,7.66,0.0014448327724607911,-0.8603275053259044,0.35586610461046897,173,173.0
frequency_screened,joint,,7.66,0.003329550836336359,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.665,0.004050910393885017,0.9676086537679601,0.001320187297623121,519,519.0
frequency_screened,SiC_15deg,15.0,7.665,0.0013996011850359342,-0.8927728882092604,0.3619641598309219,173,173.0
frequency_screened,joint,,7.665,0.003388083091672746,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.67,0.004142774299907918,0.9647805606851343,0.0018258252443946743,519,519.0
frequency_screened,SiC_15deg,15.0,7.67,0.0013567746352600792,-0.9208927903218979,0.36724899525596866,173,173.0
frequency_screened,joint,,7.67,0.0034462743837459582,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.675,0.004233326741331427,0.961871850829909,0.002345998765399926,519,519.0
frequency_screened,SiC_15deg,15.0,7.675,0.0013173331745047207,-0.9446062599016329,0.3717054246218253,173,173.0
frequency_screened,joint,,7.675,0.0035043283496247503,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.68,0.004322516667161439,0.9588877705631654,0.0028797691851877583,519,519.0
frequency_screened,SiC_15deg,15.0,7.68,0.0012822582536929329,-0.9638599512172289,0.37532344881364677,173,173.0
frequency_screened,joint,,7.68,0.0035624520637943125,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.685,0.004410296946879336,0.9558337044819623,0.0034261730445647176,519,519.0
frequency_screened,SiC_15deg,15.0,7.685,0.0012524917341153752,-0.9786283374609794,0.37809829553970553,173,173.0
frequency_screened,joint,,7.685,0.0036208456436883463,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.69,0.004496624204138123,0.9527151566750812,0.0039842254389570175,519,519.0
frequency_screened,SiC_15deg,15.0,7.69,0.0012288846934191016,-0.98891351903294,0.3800303830386192,173,173.0
frequency_screened,joint,,7.69,0.003679689326458368,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.695,0.0045814586743613194,0.9495377310743639,0.00455292352025749,519,519.0
frequency_screened,SiC_15deg,15.0,7.695,0.0012121402333226921,-0.994744615944366,0.38112520570209496,173,173.0
frequency_screened,joint,,7.695,0.0037391290641016627,,,692,692.0
frequency_screened,SiC_10deg,10.0,7.7,0.004664764081174379,0.946307111055694,0.005131250134729537,519,519.0
frequency_screened,SiC_15deg,15.0,7.7,0.0012027579269745085,-0.9961767503948438,0.38139314275006597,173,173.0
frequency_screened,joint,,7.7,0.0037992625426244114,,,692,692.0
frequency_downweighted,SiC_10deg,10.0,7.2,0.00549555059736498,0.7925935546188673,0.03322077893377992,865,640.0999999999999
frequency_downweighted,SiC_15deg,15.0,7.2,0.004919770572506071,0.935050184747078,0.01633135380368153,865,415.2
frequency_downweighted,joint,,7.2,0.005269014194141802,,,1730,1055.3
frequency_downweighted,SiC_10deg,10.0,7.205,0.005449072558027872,0.7957202371873351,0.03265451531655558,865,640.0999999999999
frequency_downweighted,SiC_15deg,15.0,7.205,0.004863704276251959,0.9392605145350286,0.015560660946615873,865,415.2
